,question,choice_list,choice_order
3402,"A woman killed her own sister. During the interrogation, she told a story that she just attended her own mother's funeral few days before the crime took place. While at the funeral, she said that she met this guy whom she did not know. She thought this guy was amazing, so much her dream guy she believed him to be just that! She fell in love with him right there, but never asked for his number and could not find him. A few days later, she killed her sister.Although this woman has confessed to the crime, police are still intriguing by the story, especially because she won't tell them her motive. Hearing this tragic story, with his psychological education background, Detective Anderson easily guessed the woman's motive.Why the woman killed her own sister?","['She killed her sister out of jealousy because her sister was getting more attention at the funeral.', ""She's a psychopath and killed her sister so she could meet the man again at the funeral."", 'She killed her sister as a way to cope with the grief of losing her mother.', ""She killed her sister because she believed her sister was the reason she couldn't find the man she fell in love with at the funeral.""]","[1, -1, -1, -1]"
3403,"Old Mr. Smith was found dead in his study by young Jack. Jack recounted his dismal discovery to Detective Anderson, who happened to be around the scene.""I was walking by Mr. Smith's house when I thought I would just pop in for a visit. I noticed his study light was on and I decided to peek in from the outside to see if he was in there. There was frost on the window, so I had to wipe it away to see inside. That is when I saw his body. So I kicked in the front door to confirm my suspicions of foul play. I called the police immediately afterward."" With a clue from Detective Anderson, the police officers immediately arrested Jack for the murder of Mr. Smith. How could the detective tell Jack was lying?","['Frost forms on the inside of the window, not the outside... So Jack was lying when he said he wiped it off to see inside.', ""Detective Anderson found evidence of forced entry from a different point of entry, contradicting Jack's claim that he kicked in the front door."", 'Detective Anderson noticed that there were no footprints leading up to the front door, indicating that Jack did not actually kick it in.', ""Detective Anderson discovered that Mr. Smith's study light was not actually on, contradicting Jack's statement about seeing the light on from outside.""]","[0, -1, -1, -1]"
3404,"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?","['The color blue', 'The number 7', 'The planet Mars', 'The letter E.']","[3, -1, -1, -1]"
3405,"This was Gollum's final riddle from The Hobbit:""This thing all things devours;Bird, beasts, trees, flowers;Gnaws iron, bites steel;Grinds hard stones to meal;Slay king, ruins town,and beats a mountain down.""","['Death', 'Time.', 'Darkness', 'Life']","[1, -1, -1, -1]"
3406,There is a house you go in blind and come out seeing. What is it?,"['A school!This riddle is 4000 years old btw!', 'A hospital', 'A library', 'A movie theater']","[0, -1, -1, -1]"
3407,"A hobo picks up cigarette butts from the ground and can make a cigarette with 4 butts. If he finds 16 cigarette butts, how many cigarettes can he make?","['He can make 4 cigarettes. He makes four from the 16 butts and does not have any left to make another one.', 'He can make 3 cigarettes. He makes four from the 16 butts but cannot make any more with the 4 butts left from his smoking.', 'He can make 5 cigarettes. He makes four from the 16 butts and then another one from the 4 butts left from his smoking.', 'He can make 6 cigarettes. He makes four from the 16 butts and then two more from the 4 butts left from his smoking.']","[2, -1, -1, -1]"
3408,"There are a number of books on a shelf. If one book is the 4th from the left and 6th from the right, how many books are on the shelf?","['here are 7 books on the shelf', 'here are 10 books on the shelf', 'There are 9 books on the shelf.', 'here are 8 books on the shelf']","[2, -1, -1, -1]"
3409,"An ant gets onto one end of a tight rope that is 1 meter long. The ant is traveling at 1 centimeter per second, but the entire rope is being stretched an extra 1 meter (1,000 centimeters) a second (it can be stretched forever).Will the ant ever reach the other end of the rope?","[""It is impossible to determine whether the ant will reach the other end of the rope as it depends on various factors such as the rate of stretching and the ant's crawling speed."", ""Yes, the ant will reach the other end of the rope because even though the rope is stretching, the ant's speed remains constant and she will eventually cover the entire length of the rope."", 'She will reach the end of the rope eventually. Once she gets onto the rope, the rope behind her also stretches, so this must also be accounted for.', 'No, the ant will never reach the other end of the rope because the rope is constantly stretching and getting longer at a faster rate than the ant can crawl.']","[2, -1, -1, -1]"
3410,There are two planes. One is going from Los Angeles to Japan at a speed of 600 MPH. The other is traveling from Japan to Los Angeles at a speed of 500 MPH.When the planes meet which one will be closer to Japan?,"['t is impossible to determine which plane will be closer to Japan', 'Trick question  - They will be the same distance away when they meet.', 'he plane going from Los Angeles to Japan will be closer to Japan', 'he plane going from Japan to Los Angeles will be closer to Japan']","[1, -1, -1, -1]"
3411,What's the angle between minute hand and hour hand at a quarter past three?,"['15 degrees', '10 degrees', ""7.5 degrees.The minute hand is pointing directly at the '3'. The hour hand is 1/4 of the way between the '3' and '4'. Since there are 12 numbers the angle between each number is 30 degrees. So the angle between the hands are 30 degrees * 1/4 = 7.5 degrees."", '20 degrees']","[2, -1, -1, -1]"
3412,"If you randomly choose one of the following answers to this question, what is your chance of getting it right?A) 50%B) 25%C) 0%D) 25%","['75% ', '10%', '33.33%', '0%. No matter which answer you choose you are incorrect. All of the answers create a logic loop.']","[3, -1, -1, -1]"
3413,"If 1/2 of 5 is 3, then what is 1/3 of 10?","['5', '2', '6', '4.']","[3, -1, -1, -1]"
3414,There is a 5 gallon and a 3 gallon bottle. You also have a hose with unlimited water. How are you gonna make the 5 gallon have 4 gallons using your items? (You don't know the exact dimensions of a gallon),"['You fill the 5 gallon up and pour it into the 3 gallon. Then fill the 5 gallon up again and pour it into the 3 gallon. Now you have 8 gallons in the 3 gallon.', 'You fill the 3 gallon up and pour it into the 5 gallon. Then fill the 5 gallon up again and pour it into the 3 gallon. Now you have 7 gallons in the 3 gallon.', 'You fill the 3 gallon up and pour it into the 5 gallon. Then fill the 3 gallon up again and pour it into the 5 gallon. Now you have 6 gallons in the 5 gallon.', 'You fill the five gallon up and pour it into the 3 gallon. The dump the 3 gallon out and pour what was left in the 5 gallon into the 3 gallon so that you have 2 gallons in the 3 gallon. Then fill the 5 gallon up and pour it into the 3 gallon to fill it up. Now you have 4 gallons in the 5 gallons.']","[3, -1, -1, -1]"
3415,What number do you get when you multiply all of the numbers on a telephone's number pad?,"['""Ten. The number 0 is not multiplied by anything', ""Zero. At some you'll have to multiply by 0 and then everything after that will be 0."", '""Infinity. As you keep multiplying', '""One. The number 1 is not multiplied by anything']","[1, -1, -1, -1]"
3416,What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,"['Train', 'Plane', 'Boat', 'Truck']","[0, -1, -1, -1]"
3417,I twist and turn and leave a loop you are happy to use.What am I?,"['A hair tie', 'A rubber band', 'A necklace', 'A shoelace.']","[3, -1, -1, -1]"
3418,"A doctor and a bus driver are in love with the same woman, Sarah. The bus driver had to go on a long trip that would take a week. Before he left, he gave Sarah 7 apples. Why did he do that?","['An apple a day keeps the doctor away!', 'The bus driver wanted to ensure that Sarah had enough fruit to stay healthy while he was away.', ""The bus driver knew that Sarah loved apples and wanted to surprise her with a week's supply."", 'The bus driver wanted to show his affection for Sarah by giving her a healthy snack for the week.']","[0, -1, -1, -1]"
3419,We are four brothers who always stand the same distance from each other. We run and we run but never reach each other. What are we?,"['Cars', 'Wheels.', 'Trees', 'Stars']","[1, -1, -1, -1]"
3420,"I never was, am always to be,No one ever saw me, nor ever will,And yet I am the confidence of all,To live and breathe on this terrestrial ball.What am I?","['Tomorrow.', 'Forever', 'Yesterday', 'Now']","[0, -1, -1, -1]"
3421,"If eleven plus two equals one, what does nine plus five equal?","[""12 o'clock"", ""3 o'clock"", ""11 o'clock plus 2 hours = 1 o'clock9 o'clock plus 5 hours = 2 o'clock"", ""10 o'clock""]","[2, -1, -1, -1]"
3422,"Given two 2s, ""plus"" can be changed to ""times"" without changing the results: 2 + 2= 2 x 2.The solution with three numbers is easy too: 1 + 2 + 3= 1 x 2 x 3.Now find the answer for 4 numbers and for 5 numbers.","['1 + 1 + 1 + 1 = 1 x 1 x 1 x 1', '2 + 2 + 2 + 2 = 2 x 2 x 2 x 2', '1 + 2 + 3 + 4 = 1 x 2 x 3 x 4', 'For 4 numbers:1 + 1 + 2 + 4= 1 x 1 x 2 x 4.For 5 numbers:1 + 1 + 1 + 2 + 5= 1 x 1 x 1 x 2 x 4 1 + 1 + 1 + 3 + 3= 1 x 1 x 1 x 2 x 41 + 1 +2 + 2 + 2= 1 x 1 x 2 x 2 x 2']","[3, -1, -1, -1]"
3423,"David was known as being lazy. He agreed to work on a job for his brother-in-law for thirty hours at eight dollars an hour, on the condition that he would forfeit ten dollars per hour for every hour that he idled. At the end of the thirty hours David wasn't owed any money and didn't owe his brother-in-law any money either. How many hours did Larry work and how many hours did he idle?","['Lazy David worked 20 hours and idled 10 hours. 20 hours, at $8.00 an hour amounts to the same amount as 10 hours at $10.00 per hour.', 'Lazy David worked 15 hours and idled 15 hours. 15 hours, at $8.00 an hour amounts to the same amount as 15 hours at $10.00 per hour.', 'Lazy David worked 16-2/3 hours and idled 13-1/3 hours. 16 and 2/3 hours, at $8.00 an hour amounts to the same amount as 13 and 1/3 hours at $10.00 per hour.', 'Lazy David worked 12 hours and idled 18 hours. 12 hours, at $8.00 an hour amounts to the same amount as 18 hours at $10.00 per hour.']","[2, -1, -1, -1]"
3424,You live in a one storey house made entirely of redwood. What color would the stairs be?,"['What stairs? You live in a one storey house.', 'Brown', 'Red', 'None']","[0, -1, -1, -1]"
3425,Lifeless eyes on my smiling face and watch your child's sleeping place. In their dreams they hold me tight. What am I?,"['A pillow', 'A teddy bear.', 'A nightlight', 'A blanket']","[1, -1, -1, -1]"
3426,My neighbor makes mistakes. I get rid of them. what am I?,"['A correction pen', 'A whiteout tape', 'A delete button', 'An eraser.']","[3, -1, -1, -1]"
3427,"I am green skinned, ugly and come out at night with an old broom. Who am I?","['A troll', 'A goblin', 'A vampire', 'A witch.']","[3, -1, -1, -1]"
3428,I'm the son of water but when I return to water I die. What am I?,"['Ice', 'Frost', 'Snow', 'Steam']","[0, -1, -1, -1]"
3429,"I use electricity and I killed my father. I am a king. I have a lot of girlfriends, but I also have a wife. Who am I?","['Hades', 'Zeus', 'Thor', 'Poseidon']","[1, -1, -1, -1]"
3430,"I do not speak, but there is no word I cannot make. What am I?","['Silence', 'A computer', 'The dictionary', 'The alphabet.']","[3, -1, -1, -1]"
3431,How far can a dog run into the woods?,"['""As far as it wants to""', '""Until it reaches the end of the woods""', ""Only halfway, after that, he's running OUT of the woods."", '""Until it gets tired""']","[2, -1, -1, -1]"
3432,"I am good at concealing what's real and hide what's true.Sometimes, I bring out the courage in you!What am I?","['Makeup.', 'Deception', 'Mask', 'Illusion']","[0, -1, -1, -1]"
3433,I always have to work with something in my eye. What am I?,"['A Microscope', 'A Telescope', 'A Camera', 'A Needle.']","[3, -1, -1, -1]"
3434,What is something you can hold without ever touching?,"['Your breath.', 'A memory', 'A feeling', 'A thought']","[0, -1, -1, -1]"
3435,When does Christmas come before Thanksgiving?,"['""After New Year\'s Day""', 'In the dictionary.', '""Never""', '""On December 25th""']","[1, -1, -1, -1]"
3436,"The more you take away from me, the bigger I get.What am I?","['A cloud', 'A sponge', 'A balloon', 'A hole.']","[3, -1, -1, -1]"
3437,"I have no life, but I can feed others before I die.","['A battery.', 'A candle', 'A solar panel', 'A plant']","[0, -1, -1, -1]"
3438,What has a bottom at the top?,"['A chair', 'Your head', 'A tree', 'Your legs.']","[3, -1, -1, -1]"
3439,What do you call a rabbit with fleas?,"['Scratchy Rabbit', 'Bugs Bunny.', 'Itchy Bunny', 'Flea Hopper']","[1, -1, -1, -1]"
3440,How do you go from 98 to 720 using just one letter?,"['Add an ""x"" between 90 and 8 -  Ninety x Eight = 720', 'Multiply 98 by 7 and then add 20 - (98 * 7) + 20 = 720', 'Subtract 98 from 818 - 818 - 98 = 720', 'Rearrange the digits of 98 to get 89 and then multiply by 8 - 89 * 8 = 720']","[0, -1, -1, -1]"
3441,"I pass before the sun and move things about, yet make no shadow. What am I?","['Light', 'Clouds', 'Time', 'Wind.']","[3, -1, -1, -1]"
3442,"Take two numbers, such that the square of the first, plus the square of the second, shall equal 8; while the first, plus the product of the first and second, shall equal 6.  What are the two numbers?","['3 and 1', '2 and 2.', '2 and 3', '4 and 0']","[1, -1, -1, -1]"
3443,"2, 3, 5, 9, 17, _ What is the next number in the sequence?","['31', '35', '41', '33 - The pattern is that each number is double the previous minus 1.']","[3, -1, -1, -1]"
3444,"With pointed fangs I sit and wait; with piercing force I crunch out fate; grabbing victims, proclaiming might; physically joining with a single bite. What am I?","['A stapler.', 'A vampire', 'A snake', 'A knife']","[0, -1, -1, -1]"
3445,A nonstop train leaves Moscow for Leningrad at 60 mph. Another nonstop train leaves Leningrad for Moscow at 40 mph. How far apart are the trains 1 hour before they pass each other?,"['50 miles (60-10)', '120 miles (60+40+20)', '80 miles (60-40)', '100 miles (60+40)']","[3, -1, -1, -1]"
3446,"There is a creature which could double its size every day. So, if the creature is put in a tank then it will fill the tank in 10 days.How many days would it take for the creature to fill a half and how many days to fill a quarter of the tank?","['9 days to fill half and 8 days to fill a quarter - Since the creature always doubles in size.', '5 days to fill half and 4 days to fill a quarter - Since the creature doubles in size every day, it would take even fewer days to fill a half or a quarter of the tank.', '11 days to fill half and 12 days to fill a quarter - Since the creature doubles in size every day, it would take more days to fill a half or a quarter of the tank.', '7 days to fill half and 6 days to fill a quarter - Since the creature doubles in size every day, it would take fewer days to fill a half or a quarter of the tank.']","[0, -1, -1, -1]"
3447,"What word in the English language does the following: The first two letters signify a male, the first three letters signify a female, the first four letters signify a great man, while the entire word signifies a great woman. What is the word?","['Heroine.He-Her-Hero-Heroine', '""Champion. Ch-Cha-Cham-Champion""', '""Mistress. Mi-Mis-Mist-Mistress""', '""Gentleman. Ge-Gen-Gent-Gentleman""']","[0, -1, -1, -1]"
3448,What word of five letters has one left when two are removed?,"['Stone', '""Bone""', '""Tone"" ', '""Stove""']","[0, -1, -1, -1]"
3449,"What is 3/7 chicken, 2/3 cat and 2/4 goat?","['""Los Angeles""', '""New York""', '""Houston""', 'Chicago']","[3, -1, -1, -1]"
3450,"What 4-letter word can be written forward, backward or upside down, and can still be read from left to right?","['Noon.', 'Race', 'Moon', 'Loop']","[0, -1, -1, -1]"
3451,"A word I know, six letters it contains, remove one letter and 12 remains. What is it?","['Dozens.', '""Letters""', '""Contains""', '""Remains""']","[0, -1, -1, -1]"
3452,What five-letter word becomes shorter when you add two letters to it?,"['""Tiny""', 'Short', '""Brief"" ', '""Small""']","[1, -1, -1, -1]"
3453,"A girl has as many brothers as sisters, but each brother has only half as many brothers as sisters. How many brothers and sisters are there in the family?","['Four sisters and three brothers', '""Five sisters and four brothers""', '""Two sisters and one brother""', '""Three sisters and two brothers""']","[0, -1, -1, -1]"
3454,It stalks the countryside with ears that can't hear. What is it?,"['Rice', 'Barley', 'Corn', 'Wheat']","[2, -1, -1, -1]"
3455,"What is cut on a table, but is never eaten?","['A piece of paper', 'A pair of scissors', 'A deck of cards', 'A book']","[2, -1, -1, -1]"
3456,"What has one eye, but can't see?","['A needle.', 'A rock', 'A potato', 'A tree']","[0, -1, -1, -1]"
3457,"You see a boat filled with people, yet there isn't a single person on board. How is that possible?","['The boat has only MARRIED people on it!', 'The people on the boat are invisible', 'The boat is a mirage', 'The boat is a ghost ship']","[0, -1, -1, -1]"
3458,A man who was outside in the rain without an umbrella or hat didn't get a single hair on his head wet. Why?,"['He was bald.', 'He was wearing a waterproof hat', 'He had a magical force field protecting him', 'He was standing under a tree']","[0, -1, -1, -1]"
3459,What can you break without ever touching it?,"['A bone', 'A mirror', 'Possible answers:1. Trust.2. A promise', 'Glass']","[2, -1, -1, -1]"
3460,"When I get multiplied by any number, the sum of the figures in the product is always me. What am I?","['Seven', 'Five', 'Nine.', 'One']","[2, -1, -1, -1]"
3461,"Janie's friends were chipping in to buy her a wedding shower present. At first, 10 friends chipped in, but 2 of them dropped out. Each of the 8 had to chip in another dollar to bring the amount back up. How much money did they plan to collect?","['$40 (10 at $4 or 8 at $5)', '$30 (10 at $3 or 8 at $3.75)', '$50 (10 at $5 or 8 at $6.25)', '$20 (10 at $2 or 8 at $2.50)']","[0, -1, -1, -1]"
3462,What question can you never answer yes to?,"['""Are you a robot?""', '""Are you a pineapple?""', 'Are you asleep?', '""Are you a time traveler?""']","[2, -1, -1, -1]"
3463,What month of the year has 28 days?,"['February', 'December', 'All of them', 'April']","[2, -1, -1, -1]"
3464,"Mickey and Donald decided to take a break from shooting cartoons and played several golf matches against each other in a week. They played for a pizza at each match, but no pizzas were purchased until the end of the week.If at any time Mickey and Donald had the same number of wins, those pizzas were canceled. Mickey won four matches (but no pizzas), and Donald won three pizzas. How many rounds of golf were played?","['10 rounds', '12 rounds', '14 rounds', ""11 rounds. Donald won 7 matches - Four to cancel out Mickey's and three more to win the pizzas.""]","[3, -1, -1, -1]"
3465,Three matches are sitting on a table. Without adding another make for three matches four. You are not allowed to break any of the matches.,"['Arrange the three matches in a way that they form a square shape, which represents the number four.', 'Shape the 3 matches into a roman numeral four:IV.', 'Combine the three matches to form the letter ""A"" which looks like the number four.', 'Place the three matches in a way that they create a triangle shape, resembling the number four.']","[1, -1, -1, -1]"
3466,I am a 7 letter word. I become longer when my third letter is removed. What am I?,"['Linger', 'Lounge', 'Lounger.', 'Longer']","[2, -1, -1, -1]"
3467,Why is it easier to count cows than sheep?,"['""Because cows are easier to herd and gather in one place.""', '""Because cows are more common than sheep.""', '""Because cows are bigger and easier to see.""', 'You can use a cow-culator.']","[3, -1, -1, -1]"
3468,Can you write down eight eights so that they add up to one thousand?,"['888 + 88 + 8 + 8 + 8 = 880', '888 + 88 + 8 + 8 + 8 = 1000', '888 + 88 + 8 + 8 + 8 = 1008', '888 + 88 + 8 + 8 + 8 = 1088']","[1, -1, -1, -1]"
3469,How many times can you subtract the number 5 from 25?,"['""Five times. You can subtract 5 from 25 five times before it\'s not 25 anymore.""', '""Twenty times. You can subtract 5 from 25 twenty times before it\'s not 25 anymore.""', '""Ten times. You can subtract 5 from 25 ten times before it\'s not 25 anymore.""', ""Once. After that it's not 25 anymore.""]","[3, -1, -1, -1]"
3470,How many sides does a circle have?,"['""Infinite - a circle has an infinite number of points on its circumference""', '""One - a circle has only one continuous curve""', 'Two - inside and outside.', '""None - a circle is a 2-dimensional shape""']","[2, -1, -1, -1]"
3471,"If two is a company and three is a crowd, what is 4 and 5?","['9.', '11', '7', '13']","[0, -1, -1, -1]"
3472,What has 4 eyes but cannot see?,"['Spider', 'Potato', 'Glasses', 'Mississippi']","[3, -1, -1, -1]"
3473,"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg.I peel layers like onions, but still remain whole, I can be long like a flagpole, yet fit in a hole.What am I?","['A lizard', 'A worm', 'A caterpillar', 'A snake.']","[3, -1, -1, -1]"
3474,What looks bigger without a head than with one?,"['A pillow.', 'A marshmallow', 'A balloon', 'A cloud']","[0, -1, -1, -1]"
3475,"A man leaves home and turns three times, only to return home facing two people wearing masks. Who are they?","['A catcher and umpire.', 'Two burglars', 'Two trick-or-treaters', 'Two police officers']","[0, -1, -1, -1]"
3476,How do you make the word 'one' disappear?,"['""Remove the \'o\' - ne""', 'Add a G - Gone.', '""Change the \'o\' to \'a\' - nane""', '""Rearrange the letters - eon""']","[1, -1, -1, -1]"
3477,"I'm attractive, shaped like a shoe, bi-polar and may just repel you.What am I?","['A rock', 'A magnet.', 'A mirror', 'A rubber band']","[1, -1, -1, -1]"
3478,What kind of coat can only be used when wet?,"['A coat of paint.', 'A wet suit', 'A raincoat', 'A waterproof coat']","[0, -1, -1, -1]"
3479,I am the shortest complete sentence in the English language.,"['Go.', '""Stop.""', '""Run.""', '""Jump.""']","[0, -1, -1, -1]"
3480,"I drift forever with the current down these long canals they've made. Tame, yet wild, I run elusive, multitasking to your aid. Before I came the world was a darker place. Colder, sometimes, rougher true. But though I might make living easy, I'm good at killing too.What am I?","['Water', 'Fire', 'Wind', 'Electricity.']","[3, -1, -1, -1]"
3481,"At the sound of me, men may dream or stamp their feet. At the sound of me, women may laugh or sometimes weep.What am I?","['Noise', 'Music.', 'Silence', 'Words']","[1, -1, -1, -1]"
3482,What can run but can't walk?,"['A flowing river', 'A ray of light', 'A drop of water.', 'A gust of wind']","[2, -1, -1, -1]"
3483,What has hands but can't clap?,"['A glove', 'A puppet', 'A statue', 'A clock.']","[3, -1, -1, -1]"
3484,"Halo of water, tongue of wood, skin of stone, long I've stood.What am I?","['A mountain', 'A tree', 'A statue', 'A castle.']","[3, -1, -1, -1]"
3485,"I see you, you see me; I raise my right hand,  you raise your left. What Am I?","['A mountain', 'A mirror', 'A tree', 'A castle.']","[3, -1, -1, -1]"
3486,"When you have more of me, you see a lot less.What am I?","['Visibility', 'Darkness.', 'Clarity', 'Light']","[1, -1, -1, -1]"
3487,I have lot of memories to show people. But I own none.What am I?,"['A diary', 'A camera', 'A scrapbook', 'A photo album.']","[3, -1, -1, -1]"
3488,"I go through cities, towns and villages, but I never come inside.What am I?","['A street.', 'A mountain', 'A cloud', 'A river']","[0, -1, -1, -1]"
3489,Everyone needs it. Everyone gives it. But few ever take it. What is it?,"['Guidance', 'Advice.', 'Opinion', 'Wisdom']","[1, -1, -1, -1]"
3490,"I can only live where there is light, but I die if the light shines on me. What am I?","['Reflection', 'Darkness', 'A shadow.', 'Mirror']","[2, -1, -1, -1]"
3491,I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,"['A keyboard.', 'A typewriter', 'A piano', 'A calculator']","[0, -1, -1, -1]"
3492,"I am always there, some distance away, somewhere between land or sea and sky I fly, you may move towards me, yet distant I shall stay.","['""Mountains""', '""Clouds""', 'Horizon', '""Stars""']","[2, -1, -1, -1]"
3493,We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size.,"['Silence', 'Actions', 'Words', 'Thoughts']","[2, -1, -1, -1]"
3494,"What comes once in a minute, twice in a moment, but never in a thousand years?","['The letter ""o""', 'The number 1', 'The letter M.', 'The word ""never""']","[2, -1, -1, -1]"
3495,"What do you throw out when you want to use it, but take in when you don't?","['A towel', 'An anchor.', 'A flashlight', 'A key']","[1, -1, -1, -1]"
3496,"I have a head but no body, a heart but no blood. Just leaves and no branches, I grow without wood. What am I?","['Carrot', 'Lettuce', 'Cabbage.', 'Tomato']","[2, -1, -1, -1]"
3497,What kind of cheese is made backwards?,"['Edam', '""Mozzarella""', '""Cheddar""', '""Swiss""']","[0, -1, -1, -1]"
3498,What do you break before you use it?,"['A glass', 'An egg.', 'A mirror', 'A pencil']","[1, -1, -1, -1]"
3499,"What falls, but never breaks. What breaks, but never falls?","['Rain', 'Glass', 'Waves', 'Day and night.']","[3, -1, -1, -1]"
3500,I hover without wings. I cry without eyes.,"['A bird', 'A cloud.', 'A kite', 'A plane']","[1, -1, -1, -1]"
3501,What falls often but never gets hurt?,"['Feather', 'Rain.', 'Leaf', 'Snow']","[1, -1, -1, -1]"
3502,"You'll always find me in the past. I can be created in the present, but the future can never taint me. What am I?","['Tradition', 'History.', 'Memory', 'Legacy']","[1, -1, -1, -1]"
3503,"What sport starts with a T, has four letters, and is played around the world?","['Rugby', 'Polo', 'Tennis', 'Golf.']","[3, -1, -1, -1]"
3504,What is heavy one way but not the other?,"['Ton.', 'Kilogram', 'Pound', 'Ounce']","[0, -1, -1, -1]"
3505,What goes up but never comes down?,"['Our age.', 'A staircase', 'A balloon', 'A rocket']","[0, -1, -1, -1]"
3506,What stays where it is when it goes off?,"['A light bulb', 'An alarm clock.', 'A car horn', 'A fire alarm']","[1, -1, -1, -1]"
3507,"When they're alive we sing, when they're dead we clap! What are they?","['Birthday candles.', 'Sparklers', 'Fireworks', 'Christmas lights']","[0, -1, -1, -1]"
3508,"What has cities but no house.Forests, but not trees.Water, but no fish?","['A map.', 'A compass', 'A GPS', 'A globe']","[0, -1, -1, -1]"
3509,"You may enter, but you may not come in. I have space, but no room. I have keys, but open no lock. What am I?","['A door', 'A book', 'A computer.', 'A car']","[2, -1, -1, -1]"
3510,What loses a head in the morning and gains it again at night?,"['A candle', 'A hat', 'A clock', 'A pillow.']","[3, -1, -1, -1]"
3511,"Everyone asks for me, but everyone hates to face me. For some I am agony. For others, I am relief.What Am I?","['Denial', 'Deception', 'The truth.', 'Lies']","[2, -1, -1, -1]"
3512,It only increases and never decreases. What is it?,"['Knowledge', 'Time', 'Our Age.', 'Happiness']","[2, -1, -1, -1]"
3513,"A man is asked what his daughters look like.He says: ""They are all blondes except for two. They are all brunettes except for two. They are all redheads except for two.How many daughters did he have?","['Three. One blonde, one redhead and one brunette.', 'Two. One blonde and one redhead.', 'Four. Two blondes, one redhead, and one brunette.', 'Five. Two blondes, two brunettes, and one redhead.']","[0, -1, -1, -1]"
3514,"What two words, when combined, contain the most letters?","['""Postal Service""', '""Letter Carrier"" ', 'Post Office.', '""Mailbox""']","[2, -1, -1, -1]"
3515,"Someone makes it, but has no need of it.Someone buys it, but has no use for it.Someone uses it, but can neither see nor feel it.What is it?","['A coffin.', 'A mirror', 'A pillow', 'A book']","[0, -1, -1, -1]"
3516,What would you be sure to find in the middle of Toronto?,"['The CN Tower', ""The letter 'O'.(TorOnto)"", 'Poutine', 'Maple Leafs jerseys']","[1, -1, -1, -1]"
3517,"I am long, you move me around with your lips and tongue, I get wet with saliva and I get sucked. What am I?","['A straw.', 'A spoon', 'A toothbrush', 'A pen']","[0, -1, -1, -1]"
3518,Set me to vibrate when you want some alone time. What am I?,"['A toaster', 'A wristwatch', 'A blender', 'A cell phone.']","[3, -1, -1, -1]"
3519,"I once let over 1000 different people inside me, until I was ripped open by something long and hard. What am I?","['The Eiffel Tower', 'The Titanic.', 'The Great Wall of China', 'The Statue of Liberty']","[1, -1, -1, -1]"
3520,I absolutely love holding your buns all day. What am I?,"['A pillow', 'A sandwich', 'A hair tie.', 'A baseball glove']","[2, -1, -1, -1]"
3521,I drip when you take me in the mouth. What am I?,"['Milkshake', 'Ice-cream.', 'Popsicle', 'Slushie']","[1, -1, -1, -1]"
3522,"Every man has me. I'm a word that begins with the letter ""P"" and for me to grow, I need stimulation. What am I?","['The passion of a dream', 'The power of love', 'The petals of a flower', 'The pupils of his eye.']","[3, -1, -1, -1]"
3523,"You use your hand to whack me off, the bigger I am, the louder I make people scream. What am I?","['A thunderstorm', 'A snake', 'A lion', 'A spider.']","[3, -1, -1, -1]"
3524,"When I go in, I can cause some pain. I'll fill your holes when you ask me to. I also ask that you spit and not swallow. What am I?","['Mouthwash', 'Floss', 'Your dentist.', 'Toothpaste']","[2, -1, -1, -1]"
3525,I'm spread out before being eaten. Your tongue gets me off. Sometimes people lick my nuts. What am I?,"['Hazelnut butter', 'Peanut butter.', 'Almond butter', 'Cashew butter']","[1, -1, -1, -1]"
3526,"I produce moisture and oxygen into the air.When it gets cold, I change colors.When it freezes, I fall down, even if it's not slippery.What am I?","['A cloud', 'A flower', 'A leaf.', 'A waterfall']","[2, -1, -1, -1]"
3527,"I make ash, but I'm not a bonfire.I can expel rocks, but I'm not a slingshot.I can be a mountain, but I'm not in the Himalayas.I have a crater, but I'm not the Moon.I erupt, but I don't have a bad temper.What am I?","['A campfire', 'A catapult', 'Mount Everest', 'A volcano.']","[3, -1, -1, -1]"
3528,"If fruit comes from a fruit tree, where does chicken come from?","['A vegetable-tree', 'A fish-tree', 'A poul-tree.', 'A cow-tree']","[2, -1, -1, -1]"
3529,Bright pearls were scattered on a black cloth.What are they?,"['Grapes', 'Diamonds', 'The sky and the stars.', 'Snowflakes']","[2, -1, -1, -1]"
3530,"We're very large though we seem small,We float on high and never fall,We shine like jewels in the night,But in the day concealed from sight.What are we?","['Stars.', 'Planets', 'Moons', 'Clouds']","[0, -1, -1, -1]"
3531,I saw a restless shepherd travelingBack and forth on his path.He garbs himself in that which goesIn the same and in an opposite direction.He goes hither and thither among creatures.What is it?,"['The sun.', 'The moon', 'A river', 'The wind']","[0, -1, -1, -1]"
3532,"Two little golden horns sitting on a cloud, They float slowly in the sky,And look very proud.What is it?","['A unicorn', 'A young moon.', 'A pair of sunglasses', 'A hot air balloon']","[1, -1, -1, -1]"
3533,"Hick-a-more, Hack-a-more, On the kitchen floor;All the horses, all the men,Couldn't driveHick-a-more, Hack-a-more,Off the kitchen floor.","['Moonlight', 'Starlight', 'Sunshine.', 'Raindrop']","[2, -1, -1, -1]"
